"","subject","activity_label","variable","value"
"970",12,"WALKING","tGravityAcc.mean...Z",-0.03608428788
"971",12,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.0561050624630435
"972",12,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.0702503820961538
"973",13,"LAYING","tGravityAcc.mean...Z",0.598884988709677
"974",13,"SITTING","tGravityAcc.mean...Z",0.0757773858163265
"975",13,"STANDING","tGravityAcc.mean...Z",-0.0524856614035088
"976",13,"WALKING","tGravityAcc.mean...Z",-0.131299718666667
"977",13,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.0950820341687234
"978",13,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.207507170584727
"979",14,"LAYING","tGravityAcc.mean...Z",0.83656291
"980",14,"SITTING","tGravityAcc.mean...Z",-0.0945970534814815
"981",14,"STANDING","tGravityAcc.mean...Z",-0.338174888666667
"982",14,"WALKING","tGravityAcc.mean...Z",-0.422495268474576
"983",14,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.392555882222222
"984",14,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.49508872037037
"985",15,"LAYING","tGravityAcc.mean...Z",-0.0369192905555556
"986",15,"SITTING","tGravityAcc.mean...Z",0.00281565980440678
"987",15,"STANDING","tGravityAcc.mean...Z",0.0645975994528302
"988",15,"WALKING","tGravityAcc.mean...Z",0.0757356734814815
"989",15,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",0.0788822410992857
"990",15,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",0.0811803405
"991",16,"LAYING","tGravityAcc.mean...Z",0.893884468571429
"992",16,"SITTING","tGravityAcc.mean...Z",0.0892682200463768
"993",16,"STANDING","tGravityAcc.mean...Z",-0.166737468166667
"994",16,"WALKING","tGravityAcc.mean...Z",-0.217351194313725
"995",16,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.225382496382979
"996",16,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.379059698039216
"997",17,"LAYING","tGravityAcc.mean...Z",0.722657502112676
"998",17,"SITTING","tGravityAcc.mean...Z",-0.135803881679687
"999",17,"STANDING","tGravityAcc.mean...Z",-0.202687757012821
"1000",17,"WALKING","tGravityAcc.mean...Z",-0.190265949622951
"1001",17,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.160962985956522
"1002",17,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.298171464166667
"1003",18,"LAYING","tGravityAcc.mean...Z",0.605495317692308
"1004",18,"SITTING","tGravityAcc.mean...Z",0.161877417894737
"1005",18,"STANDING","tGravityAcc.mean...Z",-0.0485767106575342
"1006",18,"WALKING","tGravityAcc.mean...Z",-0.0609313415892857
"1007",18,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.0493636733454545
"1008",18,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.106112549189655
"1009",19,"LAYING","tGravityAcc.mean...Z",0.68762385253012
"1010",19,"SITTING","tGravityAcc.mean...Z",0.489126594657534
"1011",19,"STANDING","tGravityAcc.mean...Z",0.130643717849315
"1012",19,"WALKING","tGravityAcc.mean...Z",-0.0898428797307692
"1013",19,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.126146868942821
"1014",19,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.2210087627
"1015",20,"LAYING","tGravityAcc.mean...Z",0.477573305
"1016",20,"SITTING","tGravityAcc.mean...Z",0.151679135228788
"1017",20,"STANDING","tGravityAcc.mean...Z",0.0708655286023288
"1018",20,"WALKING","tGravityAcc.mean...Z",-0.035130214
"1019",20,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.0282591579777778
"1020",20,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.130117634791765
"1021",21,"LAYING","tGravityAcc.mean...Z",0.788251027111111
"1022",21,"SITTING","tGravityAcc.mean...Z",-0.0567766060705882
"1023",21,"STANDING","tGravityAcc.mean...Z",-0.207685689775281
"1024",21,"WALKING","tGravityAcc.mean...Z",-0.220947960192308
"1025",21,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.187870253333333
"1026",21,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.309735038510638
"1027",22,"LAYING","tGravityAcc.mean...Z",0.771903907083333
"1028",22,"SITTING","tGravityAcc.mean...Z",0.315551492322581
"1029",22,"STANDING","tGravityAcc.mean...Z",0.0323824977714286
"1030",22,"WALKING","tGravityAcc.mean...Z",0.0233780056086957
"1031",22,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",0.0412987957222222
"1032",22,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.0957978990316667
"1033",23,"LAYING","tGravityAcc.mean...Z",0.918782825277778
"1034",23,"SITTING","tGravityAcc.mean...Z",0.0630111556279412
"1035",23,"STANDING","tGravityAcc.mean...Z",-0.223631180906765
"1036",23,"WALKING","tGravityAcc.mean...Z",-0.160763360338983
"1037",23,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.153671532259259
"1038",23,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.35593445
"1039",24,"LAYING","tGravityAcc.mean...Z",0.683839909722222
"1040",24,"SITTING","tGravityAcc.mean...Z",0.109559621020588
"1041",24,"STANDING","tGravityAcc.mean...Z",-0.0530585403536232
"1042",24,"WALKING","tGravityAcc.mean...Z",-0.140910029827586
"1043",24,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.140123155018182
"1044",24,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.227134869152542
"1045",25,"LAYING","tGravityAcc.mean...Z",0.526353818315068
"1046",25,"SITTING","tGravityAcc.mean...Z",0.167140956385077
"1047",25,"STANDING","tGravityAcc.mean...Z",0.201182106486486
"1048",25,"WALKING","tGravityAcc.mean...Z",0.188416273486486
"1049",25,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",0.21879595837931
"1050",25,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",0.108230986684615
"1051",26,"LAYING","tGravityAcc.mean...Z",0.614523405921053
"1052",26,"SITTING","tGravityAcc.mean...Z",0.314387627435897
"1053",26,"STANDING","tGravityAcc.mean...Z",0.0884142682297297
"1054",26,"WALKING","tGravityAcc.mean...Z",0.108738699508475
"1055",26,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",0.1539063202
"1056",26,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.00199310572363636
"1057",27,"LAYING","tGravityAcc.mean...Z",0.84539238027027
"1058",27,"SITTING","tGravityAcc.mean...Z",0.276417431042857
"1059",27,"STANDING","tGravityAcc.mean...Z",-0.00557416876082625
"1060",27,"WALKING","tGravityAcc.mean...Z",-0.126210937305263
"1061",27,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.140047614122727
"1062",27,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.294642640196078
"1063",28,"LAYING","tGravityAcc.mean...Z",0.0157570025
"1064",28,"SITTING","tGravityAcc.mean...Z",0.135402566816667
"1065",28,"STANDING","tGravityAcc.mean...Z",-0.0385830501632911
"1066",28,"WALKING","tGravityAcc.mean...Z",-0.125912861222222
"1067",28,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",-0.121477255782609
"1068",28,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.265207858431373
"1069",29,"LAYING","tGravityAcc.mean...Z",0.590452224057971
"1070",29,"SITTING","tGravityAcc.mean...Z",0.286256063666667
"1071",29,"STANDING","tGravityAcc.mean...Z",0.0316145849747692
"1072",29,"WALKING","tGravityAcc.mean...Z",0.0955792142264151
"1073",29,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",0.0919650454166667
"1074",29,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",0.0443786011771429
"1075",30,"LAYING","tGravityAcc.mean...Z",0.681459210714286
"1076",30,"SITTING","tGravityAcc.mean...Z",0.34476602
"1077",30,"STANDING","tGravityAcc.mean...Z",0.0243044362542373
"1078",30,"WALKING","tGravityAcc.mean...Z",-0.00392556384476923
"1079",30,"WALKING_DOWNSTAIRS","tGravityAcc.mean...Z",0.0288081674653226
"1080",30,"WALKING_UPSTAIRS","tGravityAcc.mean...Z",-0.0221401100714154
"1081",1,"LAYING","tBodyAccJerk.mean...X",0.0810865342
"1082",1,"SITTING","tBodyAccJerk.mean...X",0.0774825199574468
"1083",1,"STANDING","tBodyAccJerk.mean...X",0.0753766542264151
"1084",1,"WALKING","tBodyAccJerk.mean...X",0.0740416333157895
"1085",1,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0541553164897959
"1086",1,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.101372729922642
"1087",2,"LAYING","tBodyAccJerk.mean...X",0.0825972511666667
"1088",2,"SITTING","tBodyAccJerk.mean...X",0.0722564387173913
"1089",2,"STANDING","tBodyAccJerk.mean...X",0.0747588597592593
"1090",2,"WALKING","tBodyAccJerk.mean...X",0.0618080696279661
"1091",2,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.110040615569574
"1092",2,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0744507839572917
"1093",3,"LAYING","tBodyAccJerk.mean...X",0.0769811125806452
"1094",3,"SITTING","tBodyAccJerk.mean...X",0.0726098418653846
"1095",3,"STANDING","tBodyAccJerk.mean...X",0.0750900622277049
"1096",3,"WALKING","tBodyAccJerk.mean...X",0.0814745882660345
"1097",3,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0725689294489796
"1098",3,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0426880986186441
"1099",4,"LAYING","tBodyAccJerk.mean...X",0.0934494217777778
"1100",4,"SITTING","tBodyAccJerk.mean...X",0.0784500239
"1101",4,"STANDING","tBodyAccJerk.mean...X",0.0721328379857143
"1102",4,"WALKING","tBodyAccJerk.mean...X",0.0783529082183333
"1103",4,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0971862748866667
"1104",4,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0560971909634615
"1105",5,"LAYING","tBodyAccJerk.mean...X",0.0848164824230769
"1106",5,"SITTING","tBodyAccJerk.mean...X",0.0749577410909091
"1107",5,"STANDING","tBodyAccJerk.mean...X",0.0725189859107143
"1108",5,"WALKING","tBodyAccJerk.mean...X",0.0845888833571429
"1109",5,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.109650600459574
"1110",5,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0795443483829787
"1111",6,"LAYING","tBodyAccJerk.mean...X",0.0963481955263158
"1112",6,"SITTING","tBodyAccJerk.mean...X",0.0754721635223636
"1113",6,"STANDING","tBodyAccJerk.mean...X",0.0730699604561404
"1114",6,"WALKING","tBodyAccJerk.mean...X",0.0699585876912281
"1115",6,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.103681343708333
"1116",6,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.07210675
"1117",7,"LAYING","tBodyAccJerk.mean...X",0.0968904018076923
"1118",7,"SITTING","tBodyAccJerk.mean...X",0.0668519793125
"1119",7,"STANDING","tBodyAccJerk.mean...X",0.0751915112830189
"1120",7,"WALKING","tBodyAccJerk.mean...X",0.0901462649192983
"1121",7,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0968926184638298
"1122",7,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0724649938509804
"1123",8,"LAYING","tBodyAccJerk.mean...X",0.0878326902592593
"1124",8,"SITTING","tBodyAccJerk.mean...X",0.0786713761086957
"1125",8,"STANDING","tBodyAccJerk.mean...X",0.0753739045185185
"1126",8,"WALKING","tBodyAccJerk.mean...X",0.0703393490833333
"1127",8,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.118938088342105
"1128",8,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0813816809395122
"1129",9,"LAYING","tBodyAccJerk.mean...X",0.08807344764
"1130",9,"SITTING","tBodyAccJerk.mean...X",0.077005006374
"1131",9,"STANDING","tBodyAccJerk.mean...X",0.0760032053555556
"1132",9,"WALKING","tBodyAccJerk.mean...X",0.0704357270480769
"1133",9,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.130193043809524
"1134",9,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0692266245755102
"1135",10,"LAYING","tBodyAccJerk.mean...X",0.073815064487931
"1136",10,"SITTING","tBodyAccJerk.mean...X",0.0775372505185185
"1137",10,"STANDING","tBodyAccJerk.mean...X",0.0809784390227273
"1138",10,"WALKING","tBodyAccJerk.mean...X",0.0857943809283019
"1139",10,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.100959387447368
"1140",10,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0648829303510638
"1141",11,"LAYING","tBodyAccJerk.mean...X",0.0766645337017544
"1142",11,"SITTING","tBodyAccJerk.mean...X",0.0761777324716981
"1143",11,"STANDING","tBodyAccJerk.mean...X",0.0760097721914894
"1144",11,"WALKING","tBodyAccJerk.mean...X",0.0829709328491525
"1145",11,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0897168657173913
"1146",11,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0968561683092593
"1147",12,"LAYING","tBodyAccJerk.mean...X",0.0854295393833333
"1148",12,"SITTING","tBodyAccJerk.mean...X",0.0771277656078431
"1149",12,"STANDING","tBodyAccJerk.mean...X",0.0744631761967213
"1150",12,"WALKING","tBodyAccJerk.mean...X",0.045764401482
"1151",12,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0621500251717391
"1152",12,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0728660813846154
"1153",13,"LAYING","tBodyAccJerk.mean...X",0.0767774832096774
"1154",13,"SITTING","tBodyAccJerk.mean...X",0.0752865881142857
"1155",13,"STANDING","tBodyAccJerk.mean...X",0.0758630962280702
"1156",13,"WALKING","tBodyAccJerk.mean...X",0.0809590227198246
"1157",13,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.101704538333298
"1158",13,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0692442067545455
"1159",14,"LAYING","tBodyAccJerk.mean...X",0.098140384845098
"1160",14,"SITTING","tBodyAccJerk.mean...X",0.0741878844074074
"1161",14,"STANDING","tBodyAccJerk.mean...X",0.0737933748485
"1162",14,"WALKING","tBodyAccJerk.mean...X",0.0720877913452542
"1163",14,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0428631626711111
"1164",14,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0803303022222222
"1165",15,"LAYING","tBodyAccJerk.mean...X",0.0767515438611111
"1166",15,"SITTING","tBodyAccJerk.mean...X",0.0784792788644068
"1167",15,"STANDING","tBodyAccJerk.mean...X",0.0752280703207547
"1168",15,"WALKING","tBodyAccJerk.mean...X",0.0897770721666667
"1169",15,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0711457160166667
"1170",15,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.07297243298125
"1171",16,"LAYING","tBodyAccJerk.mean...X",0.0783960268571429
"1172",16,"SITTING","tBodyAccJerk.mean...X",0.0734346720289855
"1173",16,"STANDING","tBodyAccJerk.mean...X",0.0736438905641026
"1174",16,"WALKING","tBodyAccJerk.mean...X",0.0770223771764706
"1175",16,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0907857064255319
"1176",16,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0762526677
"1177",17,"LAYING","tBodyAccJerk.mean...X",0.077908974656338
"1178",17,"SITTING","tBodyAccJerk.mean...X",0.075070986171875
"1179",17,"STANDING","tBodyAccJerk.mean...X",0.0740864955641026
"1180",17,"WALKING","tBodyAccJerk.mean...X",0.0773188580032787
"1181",17,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.118250858006522
"1182",17,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.07680441704375
"1183",18,"LAYING","tBodyAccJerk.mean...X",0.0749985010769231
"1184",18,"SITTING","tBodyAccJerk.mean...X",0.076622889
"1185",18,"STANDING","tBodyAccJerk.mean...X",0.0753539482328767
"1186",18,"WALKING","tBodyAccJerk.mean...X",0.0767524278392857
"1187",18,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0809044045254545
"1188",18,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0812402028517241
"1189",19,"LAYING","tBodyAccJerk.mean...X",0.0772317998650602
"1190",19,"SITTING","tBodyAccJerk.mean...X",0.0753747129191781
"1191",19,"STANDING","tBodyAccJerk.mean...X",0.0754120366712329
"1192",19,"WALKING","tBodyAccJerk.mean...X",0.0822246284461538
"1193",19,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0730930306923077
"1194",19,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.08315450836225
"1195",20,"LAYING","tBodyAccJerk.mean...X",0.0892716006470588
"1196",20,"SITTING","tBodyAccJerk.mean...X",0.0746568393030303
"1197",20,"STANDING","tBodyAccJerk.mean...X",0.0763556159315068
"1198",20,"WALKING","tBodyAccJerk.mean...X",0.0841234323137255
"1199",20,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0695031058
"1200",20,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0836451256901961
"1201",21,"LAYING","tBodyAccJerk.mean...X",0.0820150201077778
"1202",21,"SITTING","tBodyAccJerk.mean...X",0.0757109789882353
"1203",21,"STANDING","tBodyAccJerk.mean...X",0.0754543858764045
"1204",21,"WALKING","tBodyAccJerk.mean...X",0.0782251820211538
"1205",21,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0901452883333333
"1206",21,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.104034223065957
"1207",22,"LAYING","tBodyAccJerk.mean...X",0.0752202242222222
"1208",22,"SITTING","tBodyAccJerk.mean...X",0.0807687311935484
"1209",22,"STANDING","tBodyAccJerk.mean...X",0.0752322891746032
"1210",22,"WALKING","tBodyAccJerk.mean...X",0.0627777634002174
"1211",22,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.101584640833333
"1212",22,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0877172239047619
"1213",23,"LAYING","tBodyAccJerk.mean...X",0.0831787608333333
"1214",23,"SITTING","tBodyAccJerk.mean...X",0.0770022352205882
"1215",23,"STANDING","tBodyAccJerk.mean...X",0.0750206478676471
"1216",23,"WALKING","tBodyAccJerk.mean...X",0.0987319085964407
"1217",23,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0578010605648148
"1218",23,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0723649984647059
"1219",24,"LAYING","tBodyAccJerk.mean...X",0.08072123275
"1220",24,"SITTING","tBodyAccJerk.mean...X",0.0763318528529412
"1221",24,"STANDING","tBodyAccJerk.mean...X",0.0746177416521739
"1222",24,"WALKING","tBodyAccJerk.mean...X",0.0731938975362069
"1223",24,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0802619828545455
"1224",24,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0862310100338983
"1225",25,"LAYING","tBodyAccJerk.mean...X",0.0879071687671233
"1226",25,"SITTING","tBodyAccJerk.mean...X",0.0752087009912308
"1227",25,"STANDING","tBodyAccJerk.mean...X",0.0752337295675676
"1228",25,"WALKING","tBodyAccJerk.mean...X",0.0721720712281081
"1229",25,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.110656929396552
"1230",25,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0740041435707692
"1231",26,"LAYING","tBodyAccJerk.mean...X",0.0866502529210526
"1232",26,"SITTING","tBodyAccJerk.mean...X",0.0764443226333333
"1233",26,"STANDING","tBodyAccJerk.mean...X",0.0753578207972973
"1234",26,"WALKING","tBodyAccJerk.mean...X",0.0652303740728813
"1235",26,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.111470787918
"1236",26,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0755645318545455
"1237",27,"LAYING","tBodyAccJerk.mean...X",0.0766268551324324
"1238",27,"SITTING","tBodyAccJerk.mean...X",0.0779038963571429
"1239",27,"STANDING","tBodyAccJerk.mean...X",0.074969980825
"1240",27,"WALKING","tBodyAccJerk.mean...X",0.0684331971807018
"1241",27,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0936273220295455
"1242",27,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0734763532039216
"1243",28,"LAYING","tBodyAccJerk.mean...X",0.0780770644
"1244",28,"SITTING","tBodyAccJerk.mean...X",0.0768671621527778
"1245",28,"STANDING","tBodyAccJerk.mean...X",0.0753131601898734
"1246",28,"WALKING","tBodyAccJerk.mean...X",0.0931122231851852
"1247",28,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0972653457891304
"1248",28,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0706831871117647
"1249",29,"LAYING","tBodyAccJerk.mean...X",0.0718861195971014
"1250",29,"SITTING","tBodyAccJerk.mean...X",0.0745438102516667
"1251",29,"STANDING","tBodyAccJerk.mean...X",0.0753052530307692
"1252",29,"WALKING","tBodyAccJerk.mean...X",0.0853743348528302
"1253",29,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0636871965479167
"1254",29,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.106345193353878
"1255",30,"LAYING","tBodyAccJerk.mean...X",0.0752196666428571
"1256",30,"SITTING","tBodyAccJerk.mean...X",0.0760057731790323
"1257",30,"STANDING","tBodyAccJerk.mean...X",0.0752414472033898
"1258",30,"WALKING","tBodyAccJerk.mean...X",0.0688689970184615
"1259",30,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...X",0.0883933037048387
"1260",30,"WALKING_UPSTAIRS","tBodyAccJerk.mean...X",0.0579840372876923
"1261",1,"LAYING","tBodyAccJerk.mean...Y",0.0038382040088
"1262",1,"SITTING","tBodyAccJerk.mean...Y",-0.000619102785106384
"1263",1,"STANDING","tBodyAccJerk.mean...Y",0.00797573092830189
"1264",1,"WALKING","tBodyAccJerk.mean...Y",0.0282721095884211
"1265",1,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",0.0296504490408163
"1266",1,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",0.0194863076188679
"1267",2,"LAYING","tBodyAccJerk.mean...Y",0.012254788451875
"1268",2,"SITTING","tBodyAccJerk.mean...Y",0.0116954511323913
"1269",2,"STANDING","tBodyAccJerk.mean...Y",0.0103291774794444
"1270",2,"WALKING","tBodyAccJerk.mean...Y",0.0182492679288136
"1271",2,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",-0.00327959081489362
"1272",2,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",-0.00970985514333333
"1273",3,"LAYING","tBodyAccJerk.mean...Y",0.0138041011306452
"1274",3,"SITTING","tBodyAccJerk.mean...Y",0.00272529134230769
"1275",3,"STANDING","tBodyAccJerk.mean...Y",0.00771663644590164
"1276",3,"WALKING","tBodyAccJerk.mean...Y",0.0100591485
"1277",3,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",0.0109707769183673
"1278",3,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",0.0397249270484746
"1279",4,"LAYING","tBodyAccJerk.mean...Y",0.00693313213968519
"1280",4,"SITTING","tBodyAccJerk.mean...Y",-0.0108582171094
"1281",4,"STANDING","tBodyAccJerk.mean...Y",-0.00653015693773214
"1282",4,"WALKING","tBodyAccJerk.mean...Y",0.00295602428666667
"1283",4,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",0.00563780215111111
"1284",4,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",0.0234018993153846
"1285",5,"LAYING","tBodyAccJerk.mean...Y",0.00747460829615385
"1286",5,"SITTING","tBodyAccJerk.mean...Y",-0.00278773346136363
"1287",5,"STANDING","tBodyAccJerk.mean...Y",-0.00221990214464286
"1288",5,"WALKING","tBodyAccJerk.mean...Y",-0.0163194101232143
"1289",5,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",0.0137618233808511
"1290",5,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",0.0140130363106383
"1291",6,"LAYING","tBodyAccJerk.mean...Y",-0.00114529240245614
"1292",6,"SITTING","tBodyAccJerk.mean...Y",2.55649800000024e-06
"1293",6,"STANDING","tBodyAccJerk.mean...Y",0.00871883993421053
"1294",6,"WALKING","tBodyAccJerk.mean...Y",-0.0164831715964912
"1295",6,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",0.00987685807166667
"1296",6,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",0.00371343419607843
"1297",7,"LAYING","tBodyAccJerk.mean...Y",0.0250624183634615
"1298",7,"SITTING","tBodyAccJerk.mean...Y",0.0116863419310417
"1299",7,"STANDING","tBodyAccJerk.mean...Y",0.00694700354075472
"1300",7,"WALKING","tBodyAccJerk.mean...Y",0.0184322723280702
"1301",7,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",-0.0191061075170213
"1302",7,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",-0.000812387078431372
"1303",8,"LAYING","tBodyAccJerk.mean...Y",0.0233299159137037
"1304",8,"SITTING","tBodyAccJerk.mean...Y",-0.00657516306713044
"1305",8,"STANDING","tBodyAccJerk.mean...Y",0.00814951727462963
"1306",8,"WALKING","tBodyAccJerk.mean...Y",-0.00603947514583333
"1307",8,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",-0.0380193846210526
"1308",8,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",0.014120592097561
"1309",9,"LAYING","tBodyAccJerk.mean...Y",0.011561732718
"1310",9,"SITTING","tBodyAccJerk.mean...Y",0.009817397262
"1311",9,"STANDING","tBodyAccJerk.mean...Y",0.0130699796066667
"1312",9,"WALKING","tBodyAccJerk.mean...Y",0.0212255910017308
"1313",9,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",-0.0206865965952381
"1314",9,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",0.00126612218367347
"1315",10,"LAYING","tBodyAccJerk.mean...Y",0.015698997097069
"1316",10,"SITTING","tBodyAccJerk.mean...Y",0.00897875458703704
"1317",10,"STANDING","tBodyAccJerk.mean...Y",0.0119007630575
"1318",10,"WALKING","tBodyAccJerk.mean...Y",0.00408248792641509
"1319",10,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",0.0107824902368421
"1320",10,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",0.0266314282191489
"1321",11,"LAYING","tBodyAccJerk.mean...Y",0.0122193853629825
"1322",11,"SITTING","tBodyAccJerk.mean...Y",-0.000213838552075472
"1323",11,"STANDING","tBodyAccJerk.mean...Y",0.0124130965551064
"1324",11,"WALKING","tBodyAccJerk.mean...Y",0.0127682476559322
"1325",11,"WALKING_DOWNSTAIRS","tBodyAccJerk.mean...Y",0.0252274201521739
"1326",11,"WALKING_UPSTAIRS","tBodyAccJerk.mean...Y",-0.0132625289255556
"1327",12,"LAYING","tBodyAccJerk.mean...Y",0.00774408308
"1328",12,"SITTING","tBodyAccJerk.mean...Y",0.0105990504054902
